HR_ID	Bayer_Name	Constellation	RA	DEC	X	Y	Magnitude	Distance_LY	Spectrum	Chinese_Name
2429	ν2/CMa	大犬	99.170000	-19.300000	2102	1745	3.9	65	K1III	
2443	ν3/CMa	大犬	99.470000	-18.200000	2109	1741	4.4	465	K1III	
2451	ν/Pup	船尾	99.440000	-43.200000	1950	1768	3.2	465	B8III	
2473	ε/Gem	双子	100.980000	25.100000	2381	1676	3.0	754	G8Ib	井宿五
2484	ξ/Gem	双子	101.320000	12.900000	2303	1687	3.4	57	F5III	井宿四
2491	α/CMa	大犬	101.290000	-16.700000	2116	1725	-1.5	8	A1Vm	天狼
2538	κ/CMa	大犬	102.460000	-32.500000	2014	1738	3.9	906	B1.5IVne	
2540	θ/Gem	双子	103.200000	34.000000	2430	1635	3.6	203	A3III	
2550	α/Pic	绘架	102.050000	-61.900000	1830	1780	3.3	101	A7IV	
2553	τ/Pup	船尾	102.480000	-50.600000	1900	1763	2.9	191	K1III	
2574	θ/CMa	大犬	103.550000	-12.000000	2141	1700	4.1	271	K4III	
2580	ο1/CMa	大犬	103.530000	-24.200000	2065	1718	3.9	2673	K2Iab	
2590	π/CMa	大犬	103.910000	-20.100000	2090	1709	4.7	95	F2	
2593	μ/CMa	大犬	104.030000	-14.000000	2128	1699	5.0	205	G5III+A2	
2596	ι/CMa	大犬	104.030000	-17.100000	2108	1704	4.4	1687	B3II	
2618	ε/CMa	大犬	104.660000	-29.000000	2033	1718	1.5	465	B2II	弧矢七
2646	σ/CMa	大犬	105.430000	-27.900000	2038	1711	3.4	2877	K7Ib	
2650	ζ/Gem	双子	106.030000	20.600000	2338	1621	3.8	1546	F7-G3Ib	井宿七
2653	ο2/CMa	大犬	105.760000	-23.800000	2063	1702	3.0	2773	B3Iab	
2657	γ/CMa	大犬	105.940000	-15.600000	2114	1686	4.1	407	B8II	天狼增四
2693	δ/CMa	大犬	107.100000	-26.400000	2044	1697	1.8	2735	F8Ia	弧矢一
2697	τ/Gem	双子	107.780000	30.200000	2390	1581	4.4	326	K2III	
2714	δ/Mon	麒麟	107.970000	-0.500000	2201	1640	4.2	407	A2V	
2736	γ2/Vol	飞鱼	107.190000	-70.500000	1773	1780	3.8	141	K0III	
2749	omg/CMa	大犬	108.700000	-26.800000	2038	1687	3.8	567	B2IV-Ve	
2763	λ/Gem	双子	109.520000	16.500000	2299	1588	3.6	95	A3V	
2773	π/Pup	船尾	109.290000	-37.100000	1974	1705	2.7	89	K3Ib	
2777	δ/Gem	双子	110.030000	22.000000	2331	1570	3.5	59	F2IV	天樽二
2782	τ/CMa	大犬	109.680000	-25.000000	2047	1676	4.4	3013	O9Ib	
2803	δ/Vol	飞鱼	109.210000	-68.000000	1786	1771	4.0	727	F6II	
2821	ι/Gem	双子	111.430000	27.800000	2359	1540	3.8	130	G9IIIbHdelta-1	
2827	η/CMa	大犬	111.020000	-29.300000	2018	1677	2.4	2472	B5Ia	弧矢二
2828	ε/CMi	小犬	111.410000	9.300000	2248	1584	5.0	244	G6.5IIb	
2845	β/CMi	小犬	111.790000	8.300000	2241	1582	2.9	171	B8Ve	南河二
2852	ro/Gem	双子	112.280000	31.800000	2379	1520	4.2	60	F0V	
2854	γ/CMi	小犬	112.040000	8.900000	2243	1578	4.3	407	K3III	
2878	σ/Pup	船尾	112.310000	-43.300000	1931	1703	3.2	191	K5III	
2890	α/Gem	双子	113.650000	31.900000	2372	1502	1.6	51	A2Vm	
2891	α/Gem	双子	113.650000	31.900000	2372	1502	1.6	51	A1V	北河二
2905	υ/Gem	双子	113.980000	26.900000	2341	1511	4.1	250	M0III-IIIb	
2930	ο/Gem	双子	114.790000	34.600000	2381	1481	4.9	163	F3III	
2943	α/CMi	小犬	114.830000	5.200000	2209	1560	0.4	11	F5IV-V	南河三
2970	α/Mon	麒麟	115.310000	-9.600000	2121	1596	3.9	148	K0III	
2973	σ/Gem	双子	115.830000	28.900000	2342	1484	4.3	125	K1III	
2985	κ/Gem	双子	116.110000	24.400000	2315	1493	3.6	148	G8IIIa	
2990	β/Gem	双子	116.330000	28.000000	2334	1480	1.1	33	K0IIIb	北河三
3024	ζ/Vol	飞鱼	115.460000	-72.600000	1754	1769	4.0	135	K0III	
3034	ο/Pup	船尾	117.020000	-25.900000	2020	1630	4.5	1095	B0V:pe:	
3045	ξ/Pup	船尾	117.320000	-24.900000	2025	1625	3.3	801	G3Ib	弧矢增十七
3067	φ/Gem	双子	118.370000	26.800000	2315	1460	5.0	271	A3V	
3117	χ/Car	船底	119.190000	-53.000000	1861	1701	3.5	407	B3IVp	
3149	χ/Gem	双子	120.880000	27.800000	2304	1428	4.9	271	K2III	
3165	ζ/Pup	船尾	120.900000	-40.000000	1929	1652	2.2	1334	O5Iaf	弧矢增二十二
3185	ro/Pup	船尾	121.890000	-24.300000	2012	1594	2.8	63	F6IIpdeltaDel	
3188	ζ/Mon	麒麟	122.150000	-3.000000	2127	1519	4.3	878	G2Ib	
3206	γ1/Vel	船帆	122.370000	-47.300000	1885	1670	4.3	1280	B1IV	
3207	γ2/Vel	船帆	122.380000	-47.300000	1885	1670	1.8	1195	WC8+O7.5e	天社一
3223	ε/Vol	飞鱼	121.980000	-68.600000	1769	1744	4.3	469	B6IV	
3249	β/Cnc	巨蟹	124.130000	9.200000	2182	1459	3.5	296	K4IIIBa0.5	柳宿增十
3307	ε/Car	船底	125.630000	-59.500000	1812	1703	1.9	150	K3III+B2:V	海石一
3318	α/Cha	堰蜓	124.630000	-76.900000	1722	1770	4.1	63	F5III	
3323	ο/UMa	大熊	127.570000	60.700000	2422	1225	3.4	191	G5III	内阶一
3340	θ/Cha	堰蜓	125.160000	-77.500000	1718	1771	4.3	155	K1III	
3347	β/Vol	飞鱼	126.430000	-66.100000	1776	1726	3.8	108	K1III	
3403	π2/UMa	大熊	130.050000	64.300000	2414	1178	4.6	271	K1IIIbCN-0.5	
3410	δ/Hya	长蛇	129.410000	5.700000	2129	1426	4.2	181	A1Vnn	
3418	σ/Hya	长蛇	129.690000	3.300000	2115	1434	4.4	362	K2III	柳宿二
3433	ζ/Pyx	罗盘	129.930000	-29.600000	1951	1568	4.9	250	G4III	
3438	β/Pyx	罗盘	130.030000	-35.300000	1922	1591	4.0	407	G7Ib-II	
3447	ο/Vel	船帆	130.070000	-52.900000	1835	1664	3.6	543	B3IV	
3449	γ/Cnc	巨蟹	130.820000	21.500000	2196	1348	4.7	163	A1IV	
3454	η/Hya	长蛇	130.810000	3.400000	2108	1424	4.3	543	B3V	
3461	δ/Cnc	巨蟹	131.170000	18.200000	2177	1358	3.9	141	K0III-IIIb	
3468	α/Pyx	罗盘	130.900000	-33.200000	1929	1578	3.7	862	B1.5III	
3475	ι/Cnc	巨蟹	131.670000	28.800000	2224	1308	4.0	326	G7.5IIIaBa0.1	
3482	ε/Hya	长蛇	131.690000	6.400000	2116	1404	3.4	135	G5III	
3485	δ/Vel	船帆	131.180000	-54.700000	1824	1668	2.0	81	A1V	
3492	ro/Hya	长蛇	132.110000	5.800000	2111	1404	4.4	362	A0Vn	
3518	γ/Pyx	罗盘	132.630000	-27.700000	1948	1546	4.0	217	K3III	
3547	ζ/Hya	长蛇	133.850000	5.900000	2098	1389	3.1	155	G9II-III	
3556	δ/Pyx	罗盘	133.880000	-27.700000	1942	1539	4.9	232	A3IV	
3569	ι/UMa	大熊	134.800000	48.000000	2284	1191	3.1	47	A7IV	上台一
3572	α/Cnc	巨蟹	134.620000	11.900000	2120	1356	4.3	181	A5m	柳宿增三
3576	ro/UMa	大熊	135.640000	67.600000	2363	1091	4.8	296	M3III-IIIbCa1	
3594	κ/UMa	大熊	135.910000	47.200000	2268	1182	3.6	465	A1Vn	上台二
3613	omg/Hya	长蛇	136.490000	5.100000	2074	1373	4.9	480	K2II-III	
3615	α/Vol	飞鱼	135.610000	-66.400000	1759	1709	4.0	125	A2-3IVm	
3616	σ2/UMa	大熊	137.600000	67.100000	2335	1070	4.8	67	F6IV	
3624	τ/UMa	大熊	137.730000	63.500000	2318	1085	4.7	125	Am	
3628	κ/Pyx	罗盘	137.010000	-25.900000	1934	1515	4.6	543	K4III	
3634	λ/Vel	船帆	137.000000	-43.400000	1857	1598	2.2	67	K4Ib-II	天记
3665	θ/Hya	长蛇	138.590000	2.300000	2046	1371	3.9	130	B9.5V	
3685	β/Car	船底	138.300000	-69.700000	1740	1720	1.7	112	A2IV	南船五
3699	ι/Car	船底	139.270000	-59.300000	1782	1668	2.2	827	A8Ib	海石二
3705	α/Lyn	天猫	140.260000	34.400000	2165	1201	3.1	232	K7IIIab	
3718	θ/Pyx	罗盘	140.370000	-26.000000	1916	1500	4.7	543	M1III	
3731	κ/Leo	狮子	141.160000	26.200000	2122	1234	4.5	217	K2III	
3733	λ/Pyx	罗盘	140.800000	-28.800000	1902	1512	4.7	191	G8.5IIICN-1.5*	
3734	κ/Vel	船帆	140.530000	-55.000000	1796	1643	2.5	543	B2IV-V	
3748	α/Hya	长蛇	141.900000	-8.700000	1976	1405	2.0	181	K3II-III	星宿一
3759	τ1/Hya	长蛇	142.290000	-2.800000	1996	1373	4.6	56	F6V	
3765	ε/Ant	唧筒	142.310000	-36.000000	1865	1542	4.5	354	K3IIIa	
3773	λ/Leo	狮子	142.930000	23.000000	2091	1236	4.3	362	K5III	轩辕八
3775	θ/UMa	大熊	143.210000	51.700000	2199	1086	3.2	44	F6IV	
3782	ξ/Leo	狮子	142.990000	11.300000	2045	1296	5.0	250	K0III-IIIb	
3786	ψ/Vel	船帆	142.670000	-40.500000	1846	1564	3.6	61	F3IV+F0IV	
3787	τ2/Hya	长蛇	143.000000	-1.200000	1997	1360	4.6	465	A3V	
3845	ι/Hya	长蛇	144.960000	-1.100000	1981	1348	3.9	296	K2.5III-IIIbBa0.3	
3852	ο/Leo	狮子	145.290000	9.900000	2019	1288	3.5	135	A5V+F6II	轩辕十五
3871	θ/Ant	唧筒	146.050000	-27.800000	1876	1485	4.8	407	A8V+F7II-III	
3873	ε/Leo	狮子	146.460000	23.800000	2058	1206	3.0	250	G1II	轩辕九
3888	υ/UMa	大熊	147.750000	59.000000	2165	1005	3.8	116	F2IV	
3890	υ/Car	船底	146.780000	-65.100000	1740	1683	3.0	976	A8Ib	
3894	φ/UMa	大熊	148.030000	54.100000	2144	1030	4.6	465	A3IV	
3903	υ1/Hya	长蛇	147.870000	-14.800000	1910	1407	4.1	296	G7-III-IIIb	
3905	μ/Leo	狮子	148.190000	26.000000	2047	1182	3.9	135	K2IIIbCN1Ca1Ba-1	轩辕十
3940	φ/Vel	船帆	149.220000	-54.600000	1769	1622	3.5	2244	B5Ib	
3950	π/Leo	狮子	150.050000	8.000000	1968	1270	4.7	543	M2IIIab	
3970	υ2/Hya	长蛇	151.280000	-13.100000	1891	1383	4.6	296	B9III-IV	
3975	η/Leo	狮子	151.830000	16.800000	1977	1211	3.4	1711	A0Ib	
3981	α/Sex	六分仪	151.980000	-0.400000	1924	1308	4.5	296	A0III	
3982	α/Leo	狮子	152.090000	12.000000	1960	1237	1.4	77	B7V	轩辕十四
3994	λ/Hya	长蛇	152.650000	-12.400000	1882	1373	3.6	116	K0IIICN1	
4031	ζ/Leo	狮子	154.170000	23.400000	1971	1160	3.4	271	F0III	轩辕十一
4033	λ/UMa	大熊	154.270000	42.900000	2024	1046	3.5	135	A2IV	中台一
4037	omg/Car	船底	153.430000	-70.000000	1710	1702	3.3	407	B8IIIe	
4057	γ1/Leo	狮子	154.990000	19.800000	1952	1176	2.6	130	K1-IIIbCN-0.5	轩辕十二
4058	γ2/Leo	狮子	154.990000	19.800000	1952	1176	3.8	130	G7IIICN-I	
4069	μ/UMa	大熊	155.580000	41.500000	2003	1046	3.0	250	M0III	中台二
4094	μ/Hya	长蛇	156.520000	-16.800000	1840	1385	3.8	250	K4.5III	
4100	β/LMi	小狮	156.970000	36.700000	1972	1066	4.2	148	G9IIIab	
4104	α/Ant	唧筒	156.790000	-31.100000	1802	1469	4.2	407	K4III	
4133	ro/Leo	狮子	158.200000	9.300000	1890	1223	3.8	2460	B1Ib	
4171	φ3/Hya	长蛇	159.650000	-16.900000	1816	1376	4.9	232	G7.5IIICN-0.5	
4174	γ/Cha	堰蜓	158.870000	-78.600000	1679	1749	4.1	465	M0III	
4199	θ/Car	船底	160.740000	-64.400000	1707	1662	2.8	465	B0Vp	
4216	μ/Vel	船帆	161.690000	-49.400000	1735	1569	2.7	116	G5III+G2V	
4232	ν/Hya	长蛇	162.410000	-16.200000	1796	1364	3.1	141	K2III	
4234	δ2/Cha	堰蜓	161.440000	-80.500000	1672	1759	4.5	407	B2.5IV	
4248	omg/UMa	大熊	163.490000	43.200000	1896	994	4.7	271	A1Vs	
4273	ι/Ant	唧筒	164.180000	-37.100000	1745	1490	4.6	203	K1III	
4287	α/Crt	巨爵	164.940000	-18.300000	1773	1371	4.1	181	K0III	翼宿一
4295	β/UMa	大熊	165.460000	56.400000	1889	904	2.4	79	A1V	天璇
4301	α/UMa	大熊	165.930000	61.800000	1890	869	1.8	125	K0IIIa	天枢
4310	χ/Leo	狮子	166.250000	7.300000	1802	1208	4.6	95	F2III-IVv	
4314	χ1/Hya	长蛇	166.330000	-27.300000	1748	1425	4.9	148	F3IV	
4335	ψ/UMa	大熊	167.420000	44.500000	1841	972	3.0	148	K1III	
4343	β/Crt	巨爵	167.910000	-22.800000	1743	1394	4.5	271	A2III	
4357	δ/Leo	狮子	168.530000	20.500000	1794	1120	2.6	58	A4V	西上相
4359	θ/Leo	狮子	168.560000	15.400000	1787	1152	3.3	181	A2V	西次相
4368	φ/Leo	狮子	169.160000	-3.700000	1757	1271	4.5	203	A7IVn	
4374	ξ/UMa	大熊	169.550000	31.500000	1795	1047	4.9	25	G0V	
4375	ξ/UMa	大熊	169.550000	31.500000	1795	1047	4.4	25	G0V	下台二
4377	ν/UMa	大熊	169.620000	33.100000	1795	1037	3.5	465	K3IIIBa0.3	下台一
4382	δ/Crt	巨爵	169.830000	-14.800000	1738	1340	3.6	203	G8III-IV	
4386	σ/Leo	狮子	170.280000	6.000000	1757	1208	4.1	217	B9.5Vs	
4390	π/Cen	半人马	170.250000	-54.500000	1691	1592	3.9	326	B5Vn	
4399	ι/Leo	狮子	170.980000	10.500000	1754	1178	3.9	79	F4IV	
4402	ε/Crt	巨爵	171.150000	-10.900000	1731	1314	4.8	407	K5III	
4405	γ/Crt	巨爵	171.220000	-17.700000	1724	1357	4.1	85	A5V	
4418	τ/Leo	狮子	171.980000	2.900000	1736	1225	4.9	418	G8II-III	
4434	λ/Dra	天龙	172.850000	69.300000	1780	799	3.8	362	M0IIICa-I	天厨一
4450	ξ/Hya	长蛇	173.250000	-31.900000	1697	1446	3.5	130	G7III	
4467	λ/Cen	半人马	173.940000	-63.000000	1671	1644	3.1	465	B9III	
4468	θ/Crt	巨爵	174.170000	-9.800000	1705	1303	4.7	326	B9.5Vn	
4471	υ/Leo	狮子	174.240000	-0.800000	1710	1246	4.3	181	G8.5IIICN-0.5	
4494	ο/Hya	长蛇	175.050000	-34.700000	1683	1462	4.7	543	B9V	
4514	ζ/Crt	巨爵	176.190000	-18.400000	1683	1357	4.7	362	G8IIIa	
4515	ξ/Vir	室女	176.320000	8.300000	1693	1185	4.8	120	A4V	
4517	ν/Vir	室女	176.460000	6.500000	1691	1197	4.0	326	M1IIIab	
4518	χ/UMa	大熊	176.510000	47.800000	1707	931	3.7	203	K2III	太阳守
4520	λ/Mus	苍蝇	176.400000	-66.700000	1662	1668	3.6	130	A7III	
4530	μ/Mus	苍蝇	177.060000	-66.800000	1660	1668	4.7	465	K4III	
4534	β/Leo	狮子	177.260000	14.600000	1685	1144	2.1	36	A3V	五帝座一
4540	β/Vir	室女	177.670000	1.800000	1677	1226	3.6	35	F9V	东次将
4552	β/Hya	长蛇	178.230000	-33.900000	1664	1456	4.3	407	B9IIIpSi	
4554	γ/UMa	大熊	178.460000	53.700000	1677	892	2.4	85	A0Ve	天玑
4583	ε/Cha	堰蜓	179.910000	-78.200000	1653	1741	4.9	407	B9Vn	
4589	π/Vir	室女	180.220000	6.600000	1650	1195	4.7	362	A5V	
4599	θ1/Cru	南十字	180.760000	-63.300000	1650	1645	4.3	232	Am	
4603	θ2/Cru	南十字	181.080000	-63.200000	1649	1645	4.7	442	B2IV	
4608	ο/Vir	室女	181.300000	8.700000	1638	1182	4.1	171	G8IIIaCN-1Ba1CH1	
4616	η/Cru	南十字	181.720000	-64.600000	1648	1654	4.2	65	F2III	
4621	δ/Cen	半人马	182.090000	-50.700000	1643	1564	2.6	407	B2IVne	
4623	α/Crv	乌鸦	182.100000	-24.700000	1637	1397	4.0	48	F2III-IV	右辖
4630	ε/Crv	乌鸦	182.530000	-22.600000	1633	1384	3.0	326	K2.5IIIaBa0.2:	轸宿二
4638	ro/Cen	半人马	182.910000	-52.400000	1640	1576	4.0	362	B3V	
4656	δ/Cru	南十字	183.790000	-58.700000	1639	1616	2.8	407	B2IV	
4660	δ/UMa	大熊	183.860000	57.000000	1589	872	3.3	81	A3V	天权
4662	γ/Crv	乌鸦	183.950000	-17.500000	1620	1351	2.6	171	B8IIIpHgMn	轸宿一
4671	ε/Mus	苍蝇	184.390000	-68.000000	1642	1676	4.0	326	M5III	
4674	β/Cha	堰蜓	184.590000	-79.300000	1647	1749	4.3	271	B5Vn	
4679	ζ/Cru	南十字	184.610000	-64.000000	1639	1650	4.1	362	B2.5V	
4689	η/Vir	室女	184.980000	-0.700000	1603	1244	3.9	250	A2IV	左执法
4700	ε/Cru	南十字	185.340000	-60.400000	1635	1628	3.6	232	K3-4III	
4730	α1/Cru	南十字	186.650000	-63.100000	1632	1645	1.6	326	B0.5IV	十字架二
4731	α2/Cru	南十字	186.650000	-63.100000	1632	1645	2.1	326	B1V	
4737	γ/Com	后发	186.730000	28.300000	1563	1060	4.4	171	K2IIICN+1	
4743	σ/Cen	半人马	187.010000	-50.200000	1621	1563	3.9	465	B2V	
4757	δ/Crv	乌鸦	187.470000	-16.500000	1591	1348	2.9	88	B9.5V	轸宿三
4763	γ/Cru	南十字	187.790000	-57.100000	1624	1607	1.6	88	M3.5III	十字架一
4773	γ/Mus	苍蝇	188.120000	-72.100000	1636	1703	3.9	326	B5V	
4775	η/Crv	乌鸦	188.020000	-16.200000	1586	1347	4.3	60	F2III-IV	
4785	β/CVn	猎犬	188.440000	41.400000	1528	980	4.3	27	G0V	常陈四
4786	β/Crv	乌鸦	188.600000	-23.400000	1588	1393	2.6	141	G5II	轸宿四
4787	κ/Dra	天龙	188.370000	69.800000	1503	799	3.9	543	B6IIIpe	
4798	α/Mus	苍蝇	189.300000	-69.100000	1631	1685	2.7	326	B2IV-V	
4802	τ/Cen	半人马	189.430000	-48.500000	1609	1554	3.9	135	A2V	
4813	χ/Vir	室女	189.810000	-8.000000	1562	1297	4.7	326	K2III-IIIbCN1	
4819	γ/Cen	半人马	190.380000	-49.000000	1605	1558	2.2	130	A1IV	库楼七
4825	γ/Vir	室女	190.410000	-1.400000	1549	1256	3.7	38	F0V	东上相
4826	γ/Vir	室女	190.410000	-1.400000	1549	1256	3.7	38	F0V	
4828	ro/Vir	室女	190.470000	10.200000	1535	1183	4.9	120	A0V	
4842	ι/Cru	南十字	191.410000	-61.000000	1616	1634	4.7	125	K0III	
4844	β/Mus	苍蝇	191.570000	-68.100000	1624	1679	3.1	326	B2.5V	
4853	β/Cru	南十字	191.930000	-59.700000	1612	1626	1.2	362	B0.5III	十字架三
4897	λ/Cru	南十字	193.660000	-59.100000	1605	1624	4.6	362	B4Vne	
4898	μ1/Cru	南十字	193.650000	-57.200000	1603	1612	4.0	407	B2IV-V	
4902	ψ/Vir	室女	193.590000	-9.500000	1531	1313	4.8	465	M3IIICa-1	
4905	ε/UMa	大熊	193.510000	56.000000	1433	903	1.8	81	A0pCr	玉衡
4910	δ/Vir	室女	193.900000	3.400000	1508	1233	3.4	203	M3III	东次相
4915	α2/CVn	猎犬	194.010000	38.300000	1452	1015	2.9	112	A0pSiEuHg	常陈一
4923	δ/Mus	苍蝇	195.570000	-71.500000	1620	1703	3.6	93	K2III	
4932	ε/Vir	室女	195.540000	11.000000	1478	1190	2.8	105	G8IIIab	
4933	ξ1/Cen	半人马	195.890000	-49.500000	1581	1566	4.8	232	A0V	
4942	ξ2/Cen	半人马	196.730000	-49.900000	1578	1570	4.3	465	B1.5V	
4958	ψ/Hya	长蛇	197.260000	-23.100000	1525	1406	4.9	232	K1III	
4963	θ/Vir	室女	197.490000	-5.500000	1489	1298	4.4	465	A1IVs+Am	
4983	β/Com	后发	197.970000	27.900000	1418	1095	4.3	29	G0V	
4993	η/Mus	苍蝇	198.810000	-67.900000	1607	1683	4.8	407	B8V	
5015	σ/Vir	室女	199.400000	5.500000	1448	1237	4.8	543	M2IIIa	
5020	γ/Hya	长蛇	199.730000	-23.200000	1507	1412	3.0	135	G8IIIa	
5028	ι/Cen	半人马	200.150000	-36.700000	1534	1495	2.7	59	A2V	
5054	ζ/UMa	大熊	200.980000	54.900000	1318	946	2.3	79	A1VpSrSi	开阳
5055	ζ/UMa	大熊	200.980000	54.900000	1318	946	4.0	79	A1m	
5056	α/Vir	室女	201.300000	-11.200000	1468	1344	1.0	271	B1III-IV+B2V	角宿一
5107	ζ/Vir	室女	203.670000	-0.600000	1421	1290	3.4	74	A3V	角宿二
5132	ε/Cen	半人马	204.970000	-53.500000	1553	1604	2.3	407	B1III	
5185	τ/Boo	牧夫	206.820000	17.500000	1340	1199	4.5	50	F6IV	
5190	ν/Cen	半人马	207.380000	-41.700000	1509	1541	3.4	543	B2IV	
5191	η/UMa	大熊	206.880000	49.300000	1247	1017	1.9	101	B3V	摇光
5193	μ/Cen	半人马	207.400000	-42.500000	1512	1546	3.0	543	B2IV-Ve	
5200	υ/Boo	牧夫	207.370000	15.800000	1339	1212	4.1	250	K5IIIv	
5231	ζ/Cen	半人马	208.880000	-47.300000	1520	1577	2.5	407	B2.5IV	
5235	η/Boo	牧夫	208.670000	18.400000	1317	1205	2.7	37	G0IV	右摄提一
5248	φ/Cen	半人马	209.570000	-42.100000	1500	1549	3.8	465	B2IV	
5249	υ1/Cen	半人马	209.670000	-44.800000	1508	1564	3.9	465	B2IV-V	
5260	υ2/Cen	半人马	210.430000	-45.600000	1508	1571	4.3	465	F6II	
5264	τ/Vir	室女	210.410000	1.500000	1354	1309	4.3	232	A3V	
5267	β/Cen	半人马	210.960000	-60.400000	1554	1654	0.6	543	B1III	马腹一
5285	χ/Cen	半人马	211.510000	-41.200000	1488	1549	4.4	465	B2V	
5287	π/Hya	长蛇	211.590000	-26.700000	1439	1470	3.3	101	K2III-IIIbCN-0.5	
5288	θ/Cen	半人马	211.670000	-36.400000	1471	1524	2.0	61	K0IIIb	库楼三
5291	α/Dra	天龙	211.100000	64.400000	1139	965	3.7	326	A0III	右枢
5303	η/Aps	天燕	214.560000	-81.000000	1620	1770	4.9	141	A2m	
5315	κ/Vir	室女	213.220000	-10.300000	1371	1388	4.2	232	K3III	
5329	κ2/Boo	牧夫	213.370000	51.800000	1150	1054	4.5	155	A8IV	天枪一
5338	ι/Vir	室女	214.000000	-6.000000	1350	1369	4.1	70	F6III	亢宿二
5339	δ/Oct	南极	216.730000	-83.700000	1628	1785	4.3	296	K2III	
5340	α/Boo	牧夫	213.910000	19.200000	1260	1233	-0.1	37	K1IIIbCN-1	大角
5350	ι/Boo	牧夫	214.040000	51.400000	1142	1062	4.8	98	A9V	天枪二
5351	λ/Boo	牧夫	214.100000	46.100000	1161	1091	4.2	98	A0p	
5354	ι/Lup	豺狼	214.850000	-46.100000	1491	1585	3.5	362	B2.5IV	
5359	λ/Vir	室女	214.780000	-13.400000	1371	1412	4.5	191	A2m	
5367	ψ/Cen	半人马	215.140000	-37.900000	1459	1543	4.1	250	A0IV	
5395	τ1/Lup	豺狼	216.530000	-45.200000	1481	1586	4.6	932	B2IV	
5396	τ2/Lup	豺狼	216.540000	-45.400000	1481	1587	4.3	326	A7:+F4IV	
5404	θ/Boo	牧夫	216.300000	51.900000	1111	1081	4.1	47	F7V	天枪三
5409	φ/Vir	室女	217.050000	-2.200000	1312	1366	4.8	135	G2IV	
5425	σ/Lup	豺狼	218.150000	-50.500000	1495	1617	4.4	989	B2III	
5429	ro/Boo	牧夫	217.960000	30.400000	1175	1206	3.6	155	K3III	
5435	γ/Boo	牧夫	218.020000	38.300000	1143	1166	3.0	85	A7III	招摇
5440	η/Cen	半人马	218.880000	-42.200000	1459	1578	2.3	326	B1.5Vne	
5447	σ/Boo	牧夫	218.670000	29.700000	1171	1215	4.5	50	F2V	
5453	ro/Lup	豺狼	219.470000	-49.400000	1486	1616	4.1	326	B5V	
5459	α1/Cen	半人马	219.900000	-60.800000	1532	1673	-0.0	4	G2V	南门二
5460	α2/Cen	半人马	219.900000	-60.800000	1532	1673	1.3	4	K1V	
5463	α/Cir	圆规	220.630000	-65.000000	1548	1695	3.2	54	ApSrEuCr:	
5469	α/Lup	豺狼	220.480000	-47.400000	1474	1609	2.3	432	B1.5III	
5470	α/Aps	天燕	221.960000	-79.000000	1605	1765	3.8	465	K2.5III	
5475	π1/Boo	牧夫	220.180000	16.400000	1210	1294	4.9	326	B9pMnHg	
5477	ζ/Boo	牧夫	220.290000	13.700000	1220	1308	4.8	181	A2III	
5478	ζ/Boo	牧夫	220.290000	13.700000	1220	1308	4.4	181	A2III	
5487	μ/Vir	室女	220.760000	-5.700000	1298	1406	3.9	61	F2III	亢宿增七
5502	ο/Boo	牧夫	221.310000	17.000000	1197	1300	4.6	232	G8.5III	
5506	ε/Boo	牧夫	221.250000	27.100000	1155	1250	2.7	543	K0II-III	梗河一
5528	ο/Lup	豺狼	222.910000	-43.600000	1449	1598	4.3	407	B5IV	
5531	α2/Lib	天秤	222.720000	-16.000000	1329	1467	2.8	77	A3IV	
5544	ξ/Boo	牧夫	222.850000	19.100000	1174	1302	4.5	21	G8V	
5563	β/UMi	小熊	222.680000	74.200000	935	1040	2.1	130	K4IIIBa0.3	帝，北极二
5571	β/Lup	豺狼	224.630000	-43.100000	1440	1602	2.7	543	B2III	
5576	κ/Cen	半人马	224.790000	-42.100000	1435	1598	3.1	543	B2IV	
5586	δ/Lib	天秤	225.240000	-8.500000	1280	1448	4.9	326	B9.5V	氐宿增一
5600	omg/Boo	牧夫	225.530000	25.000000	1124	1298	4.8	362	K4IIICa0.5	
5602	β/Boo	牧夫	225.490000	40.400000	1053	1228	3.5	232	G8IIIa:Ba0.4	七公增五
5603	σ/Lib	天秤	226.020000	-25.300000	1352	1528	3.2	296	M3IIIa	折威七
5605	π/Lup	豺狼	226.280000	-47.100000	1453	1626	4.7	543	B5V	
5606	π/Lup	豺狼	226.280000	-47.100000	1453	1626	4.8	543	B5IV	
5616	ψ/Boo	牧夫	226.110000	26.900000	1110	1295	4.6	250	K2III	
5626	λ/Lup	豺狼	227.210000	-45.300000	1441	1622	4.1	407	B3V	
5646	κ1/Lup	豺狼	227.980000	-48.700000	1455	1639	3.9	191	B9.5Vne	
5649	ζ/Lup	豺狼	228.070000	-52.100000	1471	1654	3.4	116	G8III	
5652	ι1/Lib	天秤	228.050000	-19.800000	1316	1515	4.5	407	A0pSi	
5666	ε/Cir	圆规	229.410000	-63.600000	1523	1707	4.9	407	K2.5III	
5670	β/Cir	圆规	229.380000	-58.800000	1500	1687	4.1	98	A3V	
5671	γ/TrA	南三角	229.730000	-68.700000	1548	1729	2.9	191	A1V	
5681	δ/Boo	牧夫	228.880000	33.300000	1054	1295	3.5	120	G8IIICN-1	
5683	μ/Lup	豺狼	229.630000	-47.900000	1446	1642	4.3	296	B8Ve	
5685	β/Lib	天秤	229.250000	-9.400000	1259	1478	2.6	163	B8V	氐宿四
